MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue_100k,BedroomRatio,RoomsPerPerson,Income_x_Coastal,IncomeBand,AgeGroup,CoastalCategory,CaliforniaRegion
1.7348,43.0,3.9802371541501977,1.233201581027668,558.0,2.205533596837945,37.82,-122.27,1.375,0.30983118172790464,1.8046594982078852,14.346795999999992,Lower income,Older,Coastal / West,Bay Area / Northern Coast
0.9506,40.0,3.9,1.21875,423.0,2.64375,37.82,-122.26,1.875,0.3125,1.4751773049645391,7.851956000000005,Lower income,Older,Coastal / West,Bay Area / Northern Coast
1.775,40.0,2.6875,1.0653409090909092,700.0,1.9886363636363635,37.82,-122.27,1.125,0.39640591966173366,1.3514285714285714,14.679249999999993,Lower income,Older,Coastal / West,Bay Area / Northern Coast
0.9218,21.0,2.045662100456621,1.0342465753424657,735.0,1.678082191780822,37.82,-122.27,1.719,0.5055803571428571,1.219047619047619,7.623285999999996,Lower income,Established,Coastal / West,Bay Area / Northern Coast
1.5045,43.0,4.58968058968059,1.1203931203931203,1061.0,2.6068796068796067,37.82,-122.27,0.938,0.24411134903640253,1.7606032045240343,12.442214999999994,Lower income,Older,Coastal / West,Bay Area / Northern Coast
1.1108,41.0,4.473611111111111,1.1847222222222222,1959.0,2.720833333333333,37.82,-122.27,0.975,0.2648245886370692,1.6442062276671774,9.186315999999996,Lower income,Older,Coastal / West,Bay Area / Northern Coast
1.2475,52.0,4.075,1.14,1162.0,2.905,37.82,-122.27,1.042,0.2797546012269938,1.4027538726333908,10.316824999999996,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
1.6098,52.0,5.021459227467811,1.0085836909871244,701.0,3.0085836909871246,37.82,-122.28,0.875,0.20085470085470086,1.6690442225392295,13.329144000000001,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
1.4113,52.0,4.295454545454546,1.1045454545454545,576.0,2.618181818181818,37.82,-122.28,0.831,0.2571428571428571,1.6406250000000002,11.685564000000001,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
1.5057,52.0,4.77992277992278,1.111969111969112,622.0,2.4015444015444016,37.82,-122.28,0.875,0.23263327948303716,1.990353697749196,12.467196000000001,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
0.8172,52.0,6.102459016393443,1.3729508196721312,728.0,2.9836065573770494,37.82,-122.28,0.853,0.22498321020819342,2.04532967032967,6.766416000000001,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
1.2171,52.0,4.5625,1.1217105263157894,1074.0,3.5328947368421053,37.82,-122.28,0.803,0.24585436193222782,1.2914338919925512,10.077588000000002,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
2.5625,2.0,2.7719298245614037,0.7543859649122807,94.0,1.649122807017544,37.82,-122.29,0.6,0.2721518987341772,1.680851063829787,21.243125000000017,Lower income,Newer,Coastal / West,Bay Area / Northern Coast
3.3929,52.0,5.994652406417113,1.1283422459893049,554.0,2.962566844919786,37.83,-122.29,0.757,0.18822479928635147,2.0234657039711195,28.127141000000023,Middle income,Historic,Coastal / West,Bay Area / Northern Coast
6.1183,49.0,5.869565217391305,1.2608695652173914,86.0,3.739130434782609,37.82,-122.29,0.75,0.21481481481481482,1.569767441860465,50.72070700000003,High income,Historic,Coastal / West,Bay Area / Northern Coast
0.9011,50.0,6.229508196721311,1.5573770491803278,377.0,3.0901639344262297,37.81,-122.29,0.861,0.25,2.015915119363395,7.470119000000006,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
1.191,52.0,7.69811320754717,1.490566037735849,521.0,3.2767295597484276,37.81,-122.3,0.761,0.19362745098039214,2.349328214971209,9.885299999999997,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
2.5938,48.0,6.225563909774436,1.368421052631579,392.0,2.9473684210526314,37.81,-122.3,0.735,0.21980676328502416,2.112244897959184,21.528539999999992,Middle income,Historic,Coastal / West,Bay Area / Northern Coast
1.1667,52.0,5.401069518716578,1.1176470588235294,604.0,3.229946524064171,37.81,-122.3,0.784,0.20693069306930692,1.6721854304635762,9.683609999999998,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
0.8056,48.0,4.382530120481928,1.0662650602409638,788.0,2.3734939759036147,37.81,-122.3,0.844,0.24329896907216494,1.846446700507614,6.686479999999998,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
2.6094,52.0,6.98639455782313,1.6598639455782314,492.0,3.346938775510204,37.8,-122.29,0.813,0.23758519961051605,2.0873983739837403,21.631926000000014,Middle income,Historic,Coastal / West,Bay Area / Northern Coast
1.8516,52.0,6.975609756097561,1.329268292682927,274.0,3.341463414634146,37.81,-122.3,0.85,0.19055944055944057,2.0875912408759123,15.368279999999993,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
0.9802,46.0,4.584288052373159,1.0540098199672667,1823.0,2.983633387888707,37.81,-122.29,1.292,0.22991788646911815,1.5364783324190894,8.125858000000006,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
1.7719,26.0,6.047244094488189,1.1968503937007875,392.0,3.0866141732283463,37.81,-122.29,0.825,0.19791666666666669,1.959183673469388,14.689051000000012,Lower income,Established,Coastal / West,Bay Area / Northern Coast
0.7286,46.0,3.375451263537906,1.072202166064982,582.0,2.101083032490975,37.81,-122.29,0.952,0.31764705882352945,1.606529209621993,6.040094000000005,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
1.75,49.0,5.552631578947368,1.3421052631578947,560.0,3.6842105263157894,37.81,-122.29,0.75,0.24170616113744076,1.5071428571428571,14.507500000000011,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
0.4999,46.0,1.7142857142857142,0.5714285714285714,18.0,2.5714285714285716,37.81,-122.29,0.675,0.3333333333333333,0.6666666666666666,4.144171000000004,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
2.483,20.0,6.2781954887218046,1.2105263157894737,290.0,2.180451127819549,37.81,-122.29,1.375,0.19281437125748502,2.8793103448275863,20.584070000000015,Lower income,Established,Coastal / West,Bay Area / Northern Coast
0.9241,17.0,2.8177676537585423,1.0523917995444192,762.0,1.735763097949886,37.81,-122.28,1.775,0.3734842360549717,1.6233595800524938,7.651548000000001,Lower income,Established,Coastal / West,Bay Area / Northern Coast
2.4464,36.0,5.724950884086444,1.1041257367387034,1236.0,2.4282907662082516,37.81,-122.28,1.021,0.1928620452985587,2.3576051779935274,20.256192000000002,Lower income,Older,Coastal / West,Bay Area / Northern Coast
1.1111,19.0,5.830917874396135,1.173913043478261,721.0,3.4830917874396135,37.81,-122.28,1.083,0.20132560066280034,1.6740638002773927,9.199908,Lower income,Established,Coastal / West,Bay Area / Northern Coast
0.8026,23.0,5.369230769230769,1.1507692307692308,1054.0,3.243076923076923,37.81,-122.29,1.125,0.21432664756446992,1.6555977229601515,6.653554000000005,Lower income,Established,Coastal / West,Bay Area / Northern Coast
2.0114,38.0,4.412903225806452,1.135483870967742,344.0,2.2193548387096773,37.8,-122.28,1.313,0.2573099415204678,1.988372093023256,16.654392,Lower income,Older,Coastal / West,Bay Area / Northern Coast
1.5,17.0,3.1972318339100347,1.0,609.0,2.1072664359861593,37.81,-122.28,1.625,0.31277056277056275,1.5172413793103448,12.420000000000002,Lower income,Established,Coastal / West,Bay Area / Northern Coast
1.1667,52.0,3.75,1.0,183.0,3.267857142857143,37.81,-122.27,1.125,0.26666666666666666,1.1475409836065573,9.648608999999995,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
1.5208,52.0,3.9080459770114944,1.1149425287356325,200.0,2.2988505747126435,37.81,-122.28,1.125,0.2852941176470589,1.7000000000000002,12.592224000000002,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
0.8075,52.0,2.490322580645161,1.0580645161290323,346.0,2.232258064516129,37.81,-122.28,1.375,0.42487046632124353,1.115606936416185,6.686100000000001,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
1.8088,35.0,5.609467455621302,1.0887573964497042,467.0,2.7633136094674557,37.81,-122.28,1.188,0.1940928270042194,2.0299785867237685,14.976864000000003,Lower income,Older,Coastal / West,Bay Area / Northern Coast
2.4083,52.0,6.721739130434782,1.2434782608695651,377.0,3.2782608695652176,37.81,-122.28,0.982,0.18499353169469598,2.050397877984085,19.940724000000003,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
0.977,40.0,2.3157894736842106,1.186842105263158,582.0,1.5315789473684212,37.81,-122.27,1.188,0.5125,1.5120274914089347,8.079789999999996,Lower income,Older,Coastal / West,Bay Area / Northern Coast
0.76,10.0,2.6515151515151514,1.0545454545454545,546.0,1.6545454545454543,37.81,-122.27,1.625,0.3977142857142857,1.6025641025641026,6.285199999999997,Lower income,Newer,Coastal / West,Bay Area / Northern Coast
0.9722,10.0,2.6923076923076925,1.0769230769230769,125.0,3.2051282051282053,37.8,-122.27,1.375,0.39999999999999997,0.84,8.040093999999996,Lower income,Newer,Coastal / West,Bay Area / Northern Coast
1.2434,52.0,2.929411764705882,0.9176470588235294,396.0,4.658823529411765,37.8,-122.27,5.00001,0.3132530120481928,0.6287878787878787,10.282917999999995,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
2.0938,16.0,2.74585635359116,1.0828729281767957,800.0,2.2099447513812156,37.8,-122.27,1.625,0.3943661971830986,1.2425,17.31572599999999,Lower income,Established,Coastal / West,Bay Area / Northern Coast
0.8668,52.0,2.4431818181818183,0.9886363636363636,904.0,10.272727272727272,37.8,-122.28,1.375,0.4046511627906976,0.23783185840707968,7.177104000000001,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
0.75,52.0,2.823529411764706,0.9117647058823528,191.0,5.617647058823529,37.8,-122.28,1.625,0.3229166666666666,0.5026178010471205,6.210000000000001,Lower income,Historic,Coastal / West,Bay Area / Northern Coast
2.6354,27.0,3.493377483443709,1.1490066225165565,718.0,2.377483443708609,37.79,-122.27,1.875,0.32890995260663514,1.4693593314763231,21.79475799999999,Middle income,Established,Coastal / West,Bay Area / Northern Coast
1.8477,39.0,3.6723768736616704,1.3340471092077089,1327.0,2.841541755888651,37.8,-122.27,1.792,0.363265306122449,1.2923888470233609,15.280478999999993,Lower income,Older,Coastal / West,Bay Area / Northern Coast
2.0096,36.0,2.294016358157555,1.066293585880327,3469.0,1.493327593628928,37.8,-122.26,1.3,0.46481516231938447,1.5361775727875469,16.59929600000001,Lower income,Older,Coastal / West,Bay Area / Northern Coast
2.8345,31.0,3.894915254237288,1.1279661016949152,2048.0,1.735593220338983,37.82,-122.26,1.838,0.28959965187119235,2.244140625,23.412970000000012,Middle income,Older,Coastal / West,Bay Area / Northern Coast
2.0062,29.0,3.681318681318681,1.175824175824176,202.0,2.21978021978022,37.81,-122.26,1.25,0.31940298507462694,1.6584158415841583,16.571212000000013,Lower income,Established,Coastal / West,Bay Area / Northern Coast
1.2185,22.0,2.9456,1.016,2024.0,1.6192,37.82,-122.26,1.7,0.3449212384573601,1.8191699604743086,10.064810000000005,Lower income,Established,Coastal / West,Bay Area / Northern Coast
2.6104,37.0,3.7071428571428577,1.1071428571428572,1838.0,1.8755102040816327,37.82,-122.26,1.931,0.2986512524084778,1.9766050054406967,21.561904000000013,Middle income,Older,Coastal / West,Bay Area / Northern Coast
2.4912,29.0,3.7248,1.1312,2304.0,1.8432,37.81,-122.25,2.578,0.30369415807560135,2.0208333333333335,20.552400000000002,Lower income,Established,Coastal / West,Bay Area / Northern Coast
3.2177,28.0,3.8784235136940546,1.070808283233133,2563.0,1.7120908483633934,37.81,-122.25,2.734,0.2760936961763693,2.2653140850565743,26.546024999999997,Middle income,Established,Coastal / West,Bay Area / Northern Coast
3.125,39.0,3.745614035087719,1.0614035087719298,389.0,1.706140350877193,37.81,-122.25,2.375,0.28337236533957844,2.1953727506426732,25.78125,Middle income,Older,Coastal / West,Bay Area / Northern Coast
2.5795,52.0,3.5154975530179446,1.1435562805872757,895.0,1.4600326264274062,37.81,-122.25,3.5,0.3252900232018561,2.4078212290502794,21.280874999999998,Middle income,Historic,Coastal / West,Bay Area / Northern Coast
2.8406,34.0,3.281721632196758,1.0698714365567357,2689.0,1.5030743432084963,37.81,-122.26,3.357,0.3260091977516607,2.1833395314243216,23.46335600000001,Middle income,Older,Coastal / West,Bay Area / Northern Coast
4.9306,52.0,6.184426229508197,0.9221311475409836,674.0,2.762295081967213,37.82,-122.24,3.134,0.14910536779324055,2.238872403560831,40.62814399999998,High income,Historic,Coastal / West,Bay Area / Northern Coast
3.2727,52.0,4.442982456140351,1.0570175438596492,709.0,1.5548245614035088,37.81,-122.24,2.685,0.23790720631786771,2.857545839210155,26.967047999999984,Middle income,Historic,Coastal / West,Bay Area / Northern Coast
3.1691,52.0,4.165876777251185,1.0900473933649288,686.0,1.6255924170616114,37.81,-122.25,2.594,0.26166097838452784,2.5626822157434406,26.145075,Middle income,Historic,Coastal / West,Bay Area / Northern Coast
3.9,52.0,4.848189415041783,1.0459610027855153,1444.0,2.011142061281337,37.82,-122.24,2.757,0.21574260270037346,2.4106648199445986,32.13599999999998,Upper-middle income,Historic,Coastal / West,Bay Area / Northern Coast
3.9063,28.0,4.160847880299252,1.0660847880299251,1520.0,1.8952618453865335,37.82,-122.25,2.25,0.25621816002397363,2.1953947368421054,32.226974999999996,Upper-middle income,Established,Coastal / West,Bay Area / Northern Coast
5.0917,52.0,5.628458498023716,1.1422924901185771,550.0,2.1739130434782608,37.82,-122.25,2.625,0.2029494382022472,2.5890909090909093,42.006525,High income,Historic,Coastal / West,Bay Area / Northern Coast
2.6429,32.0,3.727005870841487,1.0743639921722117,1806.0,1.7671232876712328,37.82,-122.25,2.185,0.2882646363875034,2.1090808416389812,21.803925,Middle income,Older,Coastal / West,Bay Area / Northern Coast
3.0233,26.0,3.2530813475760065,0.9827444535743632,1749.0,1.4371405094494658,37.82,-122.25,2.55,0.3020964890123769,2.26357918810749,24.942225,Middle income,Established,Coastal / West,Bay Area / Northern Coast
3.1484,52.0,4.578034682080925,1.0770712909441231,939.0,1.8092485549132948,37.83,-122.25,2.241,0.23526936026936024,2.5303514376996805,25.9743,Middle income,Historic,Coastal / West,Bay Area / Northern Coast
3.4722,35.0,3.822274881516588,1.014218009478673,675.0,1.599526066350711,37.83,-122.25,2.431,0.2653440793552387,2.3896296296296295,28.64565,Middle income,Older,Coastal / West,Bay Area / Northern Coast
3.1429,52.0,4.3951890034364265,0.986254295532646,534.0,1.8350515463917525,37.83,-122.25,2.316,0.2243940578577013,2.3951310861423223,25.928925,Middle income,Historic,Coastal / West,Bay Area / Northern Coast
2.4234,28.0,3.0234798314268514,1.053582179409994,2558.0,1.5400361228175798,37.83,-122.25,2.185,0.34846674631620866,1.9632525410476935,19.99305,Lower income,Established,Coastal / West,Bay Area / Northern Coast
3.0897,52.0,4.040501446480231,1.0655737704918034,1786.0,1.7222757955641272,37.83,-122.25,2.341,0.26372315035799526,2.346024636058231,25.490025,Middle income,Historic,Coastal / West,Bay Area / Northern Coast
5.8596,50.0,6.742627345844504,1.0697050938337802,970.0,2.6005361930294906,37.84,-122.23,3.276,0.15864811133200796,2.5927835051546393,48.22450800000003,High income,Historic,Coastal / West,Bay Area / Northern Coast
5.2868,47.0,6.546391752577319,0.936082474226804,1098.0,2.263917525773196,37.84,-122.23,3.476,0.14299212598425196,2.8916211293260474,43.510364000000024,High income,Historic,Coastal / West,Bay Area / Northern Coast
5.956,41.0,6.851063829787234,1.0797872340425532,794.0,2.1117021276595747,37.83,-122.24,3.661,0.1576086956521739,3.2443324937027707,49.077439999999974,High income,Older,Coastal / West,Bay Area / Northern Coast
4.9643,37.0,7.1063829787234045,1.148936170212766,98.0,2.0851063829787235,37.85,-122.24,3.35,0.16167664670658682,3.4081632653061225,40.905831999999975,High income,Older,Coastal / West,Bay Area / Northern Coast
6.3434,52.0,6.947890818858561,1.01985111662531,1061.0,2.632754342431762,37.85,-122.23,3.736,0.14678571428571424,2.639019792648445,52.20618200000003,High income,Historic,Coastal / West,Bay Area / Northern Coast
5.1773,52.0,6.358558558558559,1.0342342342342343,1177.0,2.120720720720721,37.84,-122.24,3.895,0.16265230943610087,2.998300764655905,42.66095199999997,High income,Historic,Coastal / West,Bay Area / Northern Coast
7.2354,52.0,7.11716621253406,0.994550408719346,901.0,2.455040871934605,37.85,-122.24,3.911,0.139739663093415,2.8990011098779136,59.61969599999996,High income,Historic,Coastal / West,Bay Area / Northern Coast
5.457,28.0,5.5303347280334725,1.096234309623431,2031.0,2.1244769874476988,37.85,-122.22,3.373,0.19822205409494992,2.6031511570654846,44.856539999999995,High income,Established,Coastal / West,Bay Area / Northern Coast
7.5,50.0,6.127348643006263,0.9874739039665972,1031.0,2.152400835073069,37.84,-122.22,2.952,0.16115843270868827,2.8467507274490784,61.64999999999999,High income,Historic,Coastal / West,Bay Area / Northern Coast
6.0194,44.0,5.735343383584589,1.0,1358.0,2.274706867671692,37.84,-122.21,2.923,0.17435747663551404,2.5213549337260672,49.419273999999966,High income,Older,Coastal / West,Bay Area / Northern Coast
7.5544,40.0,7.631498470948012,1.0305810397553516,1616.0,2.470948012232416,37.83,-122.21,4.115,0.13504307753957123,3.088490099009901,62.02162399999995,High income,Older,Coastal / West,Bay Area / Northern Coast
6.0666,30.0,6.446064139941691,1.0087463556851313,844.0,2.4606413994169096,37.84,-122.2,3.115,0.15649027589326098,2.6196682464454977,49.74612000000002,High income,Established,Coastal / West,Bay Area / Northern Coast
7.0548,34.0,6.125,0.9879032258064516,1140.0,2.2983870967741935,37.84,-122.21,3.259,0.16129032258064516,2.6649122807017545,57.91990799999996,High income,Older,Coastal / West,Bay Area / Northern Coast
